number;name;address;position;banking;bonus;status;contract_name;bike_stands;available_bike_stands;available_bikes;last_update
20020;20020 - PYRENEES RENOUVIER;183 RUE DES PYRENEES - 75020 PARIS;48.8609593323, 2.40042185204;True;True;OPEN;Paris;28;14;14;2017-12-04T13:05:57+01:00
8035;08035 - NARVICK;54 RUE DE LA BIENFAISANCE - 75008 PARIS;48.8765999408, 2.31316505436;True;False;OPEN;Paris;45;9;36;2017-12-04T13:06:35+01:00
7011;07011 - ST DOMINIQUE;30 BIS RUE LAS CASES - 75007 PARIS;48.859068395, 2.31862422113;True;False;OPEN;Paris;22;3;19;2017-12-04T13:06:20+01:00
14021;14021 - PLACE DE LA PORTE DE CHATILLON;PLACE DE LA PORTE DE CHATILLON 75014 PARIS;48.8244897025, 2.31844743105;True;False;OPEN;Paris;59;42;10;2017-12-04T13:06:10+01:00
13029;13029 - ITALIE;30 AVENUE D'ITALIE - 75013 PARIS;48.8290320407, 2.35618336918;True;True;OPEN;Paris;40;29;8;2017-12-04T13:06:04+01:00
22004;22004 - CHARLES DE GAULLE (NEUILLY);162 AVENUE CHARLES DE GAULLE - 92200 NEUILLY;48.8847072934, 2.26153081999;True;False;OPEN;Paris;28;4;24;2017-12-04T13:06:11+01:00
20031;20031 - DURIS;33 RUE DURIS - 75020 PARIS;48.8655408671, 2.38772449616;True;False;OPEN;Paris;30;28;2;2017-12-04T13:05:45+01:00
17017;17017 - PONT CARDINET;167 RUE DE ROME - 75017 PARIS;48.8871404519, 2.31452160564;True;False;OPEN;Paris;32;30;2;2017-12-04T13:06:05+01:00
10020;10020 - CHABROL;59 RUE CHABROL - 75010 PARIS;48.8771003511, 2.35122216805;True;False;OPEN;Paris;11;6;5;2017-12-04T13:05:41+01:00
3010;03010 - BEAUBOURG;46 RUE BEAUBOURG - 75003 PARIS;48.8624649804, 2.35423678142;True;False;OPEN;Paris;18;3;14;2017-12-04T13:06:29+01:00
5006;05006 - SAINT JACQUES SOUFFLOT;174 RUE SAINT JACQUES - 75005 PARIS;48.8465169206, 2.34312380337;True;True;OPEN;Paris;13;2;11;2017-12-04T13:06:26+01:00
10042;10042 - POISSONNIÈRE - ENGHIEN;52 RUE D'ENGHIEN / ANGLE RUE DU FAUBOURG POISSONIERE - 75010 PARIS;48.8724200631, 2.34839523628;True;False;OPEN;Paris;33;6;25;2017-12-04T13:05:18+01:00
4020;04020 - BEAUBOURG PLACE MICHELET;FACE 27 RUE QUINCAMPOIX - 75004 PARIS;48.8600883261, 2.35014833592;True;False;OPEN;Paris;28;7;21;2017-12-04T13:05:21+01:00
14120;14120 - JOURDAN BARBOUX;7 RUE HENRI BARBOUX - 75014 PARIS;48.8219553065, 2.32680686991;True;False;OPEN;Paris;20;18;2;2017-12-04T13:04:38+01:00
15062;15062 - BOUCICAUT;87 RUE DE LA CONVENTION - 75015 PARIS;48.8421443316, 2.28586265594;True;False;OPEN;Paris;36;24;12;2017-12-04T13:05:33+01:00
6107;06107 - CHERCHE MIDI;27 RUE DU CHERCHE MIDI 75006 PARIS;48.8502410872, 2.32755154921;True;False;OPEN;Paris;23;5;18;2017-12-04T13:05:14+01:00
19114;19114 - MANIN SECRETAN;31 RUE MANIN - 75019 PARIS;48.8792751957, 2.37863702192;True;False;OPEN;Paris;20;19;0;2017-12-04T13:04:42+01:00
16110;16110 - OCTAVE FEUILLET;4-6 RUE OCTAVE FEUILLET - 75016 PARIS;48.8609983661, 2.27312852714;True;False;OPEN;Paris;21;16;5;2017-12-04T13:05:25+01:00
19012;19012 - LALLY TOLLENDAL;5 RUE LALLY TOLLENDAL - 75019 PARIS;48.8827006442, 2.37469338894;True;False;OPEN;Paris;60;54;1;2017-12-04T13:04:46+01:00
11044;11044 - RICHARD LENOIR VOLTAIRE NORD;FACE 104 BOULEVARD RICHARD LENOIR - 75011 PARIS;48.8634319896, 2.37120861796;True;False;OPEN;Paris;23;15;7;2017-12-04T13:05:33+01:00
34009;34009 - MAAR (SAINT OUEN);RUE DORA MAAR / GARE RER - 93400 SAINT OUEN;48.9052696294, 2.32217124869;True;False;OPEN;Paris;26;3;23;2017-12-04T13:05:31+01:00
4107;04107 - BEAUMARCHAIS;27 BOULEVARD BEAUMARCHAIS - 75004 PARIS;48.8555013577, 2.36842906993;True;False;OPEN;Paris;18;14;4;2017-12-04T13:04:48+01:00
21703;21703 - MARTINIE (VANVES);5-7 AVENUE MARCEL MARTINIE - 92170 VANVES;48.8210499235, 2.29130063072;True;False;OPEN;Paris;24;22;1;2017-12-04T13:04:50+01:00
7004;07004 - RASPAIL VARENNE;FACE 28 BOULEVARD RASPAIL - 75007 PARIS;48.8532616686, 2.32631980638;True;False;OPEN;Paris;36;5;31;2017-12-04T13:05:26+01:00
12006;12006 - QUAI DE LA RAPEE - GARE DE LYON;76-68 QUAI DE LA RAPEE - 75012 PARIS;48.8439658, 2.3703793;True;False;OPEN;Paris;52;44;3;2017-12-04T13:04:59+01:00
2012;02012 - QUATRE SEPTEMBRE;10 RUE DE CHOISEUL - 75002 PARIS;48.869969734, 2.33603945554;True;False;OPEN;Paris;42;10;32;2017-12-04T13:05:32+01:00
15047;15047 - DANTZIG;FACE AU 37 RUE MORILLONS - 75015 PARIS;48.8331797706, 2.2992826416;True;False;OPEN;Paris;52;32;20;2017-12-04T13:05:31+01:00
11111;11111 - CHARONNE FROT;31 RUE LEON FROT - 75011 PARIS;48.8549638003, 2.38721708537;True;False;OPEN;Paris;18;8;10;2017-12-04T13:04:37+01:00
8026;08026 - MESSINE;2 AVENUE MESSINE - 75008 PARIS;48.8754572002, 2.31546549458;True;False;OPEN;Paris;13;13;0;2017-12-04T13:05:30+01:00
12038;12038 - BEL AIR;FACE 12 BOULEVARD PICPUS - 75012 PARIS;48.8399887889, 2.40052566855;True;False;OPEN;Paris;39;35;4;2017-12-04T13:05:25+01:00
14036;14036 - BOULARD DAGUERRE;14 RUE BOULARD - 75014 PARIS;48.834390797, 2.32930394655;True;False;OPEN;Paris;43;41;2;2017-12-04T13:04:59+01:00
17005;17005 - BROCHANT;43 RUE BROCHANT - 75017 PARIS;48.8903299891, 2.31973055993;True;False;OPEN;Paris;35;32;2;2017-12-04T13:04:56+01:00
13009;13009 - BLANQUI CORVISART;46 BOULEVARD AUGUSTE BLANQUI - 75013 PARIS;48.8299837107, 2.35040358782;True;False;OPEN;Paris;25;16;9;2017-12-04T13:05:02+01:00
12106;12106 - BARTHES TROYES;3 RUE ROLAND BARTHES - 75012 PARIS;48.8439491758, 2.37908134343;True;False;OPEN;Paris;69;61;8;2017-12-04T13:05:25+01:00
8016;08016 - SQUARE LOUIS XVI;DEV 32 RUE PASQUIER - 75008 PARIS;48.873204401, 2.32365883074;True;False;OPEN;Paris;39;14;11;2017-12-04T13:05:09+01:00
12021;12021 - COURTELINE;1 - 3  et 5 avenue Courteline (angle boulevard Soult) - 75012 PARIS;48.8443731937, 2.41097245167;True;False;OPEN;Paris;50;46;3;2017-12-04T13:05:20+01:00
3009;03009 - TEMPLE 113;76 RUE DU TEMPLE - 75003 PARIS;48.8615811577, 2.35660934144;True;False;OPEN;Paris;18;13;4;2017-12-04T13:05:00+01:00
3003;03003 - TURENNE BRETAGNE;4 RUE DES FILLES DU CALVAIRE - 75003 PARIS;48.862132235, 2.36495138689;True;False;OPEN;Paris;32;25;6;2017-12-04T13:05:13+01:00
20023;20023 - PELLEPORT BELGRAND;44 RUE PELLEPORT - 75020 PARIS;48.8650008185, 2.40398083638;True;True;OPEN;Paris;15;10;5;2017-12-04T13:04:57+01:00
13111;13111 - CIMETIERE DE GENTILLY;RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS;48.8185744158, 2.35326018374;True;False;OPEN;Paris;54;22;31;2017-12-04T13:04:41+01:00
10017;10017 - GARE DE L'EST SAINT LAURENT;1 RUE DE LA FIDELITE - 75010 PARIS;48.8745750368, 2.3567967652;True;False;OPEN;Paris;13;10;3;2017-12-04T13:05:09+01:00
19011;19011 - ROUVET DAMPIERRE;2 RUE ROUVET - 75019 PARIS;48.89338005, 2.3849997569;True;False;OPEN;Paris;47;34;11;2017-12-04T13:05:30+01:00
12120;12120 - CONSERVATION;ROUTE DE LA CEINTURE DU LAC DAUMESNIL - 75012 PARIS;48.827725237, 2.41827234237;True;False;OPEN;Paris;50;42;8;2017-12-04T13:04:58+01:00
7018;07018 - SEGUR ESTREES;23 AVENUE DE SEGUR - 75007 PARIS;48.8512943346, 2.3097476156;True;False;OPEN;Paris;18;5;12;2017-12-04T13:04:38+01:00
16028;16028 - MILLET - JEAN DE LA FONTAINE;12 RUE FRANCOIS MILLET - 75016 PARIS;48.8510048747, 2.27246948292;True;False;OPEN;Paris;66;43;23;2017-12-04T13:04:56+01:00
14031;14031 - DIDOT CHATEAU;13 RUE DIDOT - 75014 PARIS;48.8337, 2.3215;True;True;OPEN;Paris;22;21;1;2017-12-04T13:04:57+01:00
34010;34010 - DIDEROT 2 (SAINT OUEN);FACE 61-63 RUE DIDEROT- 93400 SAINT OUEN;48.9115704593, 2.33391012713;True;False;OPEN;Paris;50;33;7;2017-12-04T13:05:06+01:00
22006;22006 - PIERRET (NEUILLY);33 RUE PIERRET - 92200 NEUILLY SUR SEINE;48.8830266592, 2.26009698393;True;False;OPEN;Paris;25;18;7;2017-12-04T13:05:00+01:00
17105;17105 - PALADINES;18 BOULEVARD D'AURELLE DE PALADINES - 75017 PARIS;48.8834980819, 2.28201558963;True;False;OPEN;Paris;41;14;27;2017-12-04T13:05:33+01:00
13025;13025 - PLACE DE RUNGIS;FACE 35 RUE DE LA FONTAINE A MULARD - 75013 PARIS;48.8224559476, 2.34738272948;True;False;OPEN;Paris;33;15;17;2017-12-04T13:05:34+01:00
20132;20132 - REUNION;4 RUE DE LA REUNION - 75020 PARIS;48.852566752, 2.40392806871;True;False;OPEN;Paris;25;24;1;2017-12-04T13:05:34+01:00
10153;10153 - GARE DU NORD 3;7 BOULEVARD DE DENAIN - 75010 PARIS;48.8795777185, 2.35446313115;True;False;OPEN;Paris;20;18;1;2017-12-04T13:04:55+01:00
19021;19021 - MAIRIE DU 19 EME;4 RUE ARMAND CARREL - 75019 PARIS;48.8825914667, 2.38122061029;True;False;OPEN;Paris;25;23;0;2017-12-04T13:05:27+01:00
16024;16024 - KENNEDY RANELAGH;4 RUE RANELAGH DEVANT RER - 75016 PARIS;48.8529331605, 2.28043971999;True;False;OPEN;Paris;22;9;13;2017-12-04T13:05:28+01:00
15109;15109 - CEVENNES;65 - 67 RUE DES CEVENNES - 75015 PARIS;48.8424414522, 2.28107075522;True;False;OPEN;Paris;29;13;15;2017-12-04T13:04:51+01:00
10107;10107 - MAGENTA PARE;9 RUE AMBROISE PARE - 75010 PARIS;48.8819497432, 2.35233950656;True;True;OPEN;Paris;47;46;1;2017-12-04T13:05:09+01:00
42011;42011 - MARCEL BOYER (IVRY);26, Quai Marcel Boyer / rue Victor Hugo - 94200 IVRY;48.8225048, 2.3920678;True;False;OPEN;Paris;29;1;28;2017-12-04T13:04:45+01:00
8011;08011 - DUBLIN;1 RUE CLAPEYRON - 75008 PARIS;48.8809353568, 2.32451663515;True;False;OPEN;Paris;16;13;3;2017-12-04T13:05:20+01:00
1019;01019 - SAINT HONORE VENDOME;237 RUE SAINT HONORE - 75001 PARIS;48.8666980085, 2.32828818572;True;False;OPEN;Paris;14;2;11;2017-12-04T13:04:41+01:00
21209;21209 - GEORGES MESSIER (MONTROUGE);17 RUE MOLIERE 92120 MONTROUGE;48.8111018378, 2.31462974779;True;True;OPEN;Paris;30;28;2;2017-12-04T13:05:00+01:00
34007;34007 - ROSIERS (SAINT OUEN);43-45 RUE BLANQUI / RUE DES ROSIERS - 93400 SAINT OUEN;48.9053622514, 2.3373896485;True;False;OPEN;Paris;25;16;9;2017-12-04T13:05:04+01:00
904;00904 -17/19 PLACE JOFFRE / ECOLE MILITAIRE;ECOLE MILITAIRE-AVENUE DE LA MOTTE PICQUET - 75007 PARIS;48.8521809, 2.3019186;True;False;OPEN;Paris;30;25;5;2017-12-04T13:04:59+01:00
22403;22403 - BROSSOLETTE (MALAKOFF);FACE 35 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF;48.8218356479, 2.31345860825;True;False;OPEN;Paris;24;23;1;2017-12-04T13:04:54+01:00
21702;21702 - BASCH (VANVES);6 AVENUE VICTOR BASCH - 92170 VANVES;48.8189398643, 2.29195987247;True;True;OPEN;Paris;51;50;1;2017-12-04T13:05:01+01:00
19037;19037 - PORTE DES LILAS;304 RUE DE BELLEVILLE - 75019 PARIS;48.8766039189, 2.40476969113;True;True;OPEN;Paris;31;30;1;2017-12-04T13:05:21+01:00
35005;35005 - GENERAL LECLERC (PANTIN);QUAI DE L'AISNE/AVENUE DU GENERAL LECLERC 93500 PANTIN;48.8957139498, 2.40057189443;True;False;OPEN;Paris;27;19;5;2017-12-04T13:05:09+01:00
11007;11007 - FAIDHERBE PALAIS DE LA FEMME;17 RUE JEAN MACE - 75011 PARIS;48.853289319, 2.3830411772;True;False;OPEN;Paris;63;61;2;2017-12-04T13:05:36+01:00
33010;33010 - HUGO (AUBERVILLIERS);161 AVENUE VICTOR HUGO - 93300 AUBERVILLIERS;48.9111048097, 2.3791437423;True;False;OPEN;Paris;32;19;13;2017-12-04T13:05:20+01:00
16014;16014 - AVENUE D EYLAU;4 AVENUE D'EYLAU - 75016 PARIS;48.8635464034, 2.28639449693;True;False;OPEN;Paris;24;22;2;2017-12-04T13:05:15+01:00
1025;01025 - TEMPLE DE L'ORATOIRE;2 RUE DE L'ORATOIRE - 75001 PARIS;48.8613894683, 2.34005523282;True;False;OPEN;Paris;18;2;16;2017-12-04T13:04:40+01:00
8009;08009 - SAINT LAZARE RER;1 RUE DE L'ISLY - 75008 PARIS;48.874808025, 2.32648148622;True;False;OPEN;Paris;28;14;14;2017-12-04T13:04:52+01:00
18033;18033 - MOSKOWA;111 RUE BELLIARD - 75018 PARIS;48.8966923878, 2.33802345039;True;False;OPEN;Paris;33;32;0;2017-12-04T13:04:42+01:00
4104;04104 - SEBASTOPOL RAMBUTEAU;FACE 40 BOULEVARD SEBASTOPOL - 75004 PARIS;48.8618831022, 2.3502209761;True;False;OPEN;Paris;16;0;16;2017-12-04T13:05:23+01:00
6032;06032 - RENNES SABOT;7 RUE DU SABOT - 75006 PARIS;48.8525574217, 2.33164772291;True;False;OPEN;Paris;26;2;24;2017-12-04T13:04:40+01:00
19120;19120 - ALOUETTES;20 RUE CARDUCCI - 75019 PARIS;48.8775162569, 2.38609972037;True;True;OPEN;Paris;27;27;0;2017-12-04T13:04:39+01:00
7025;07025 - SUFFREN TOUR EIFFEL;2 AVENUE OCTAVE CREARD - 75007 PARIS;48.8565029777, 2.29317875433;True;False;OPEN;Paris;33;7;26;2017-12-04T13:05:25+01:00
42004;42004 - WESTERMEYER - QUAIS D'IVRY (IVRY);FACE AU 5 RUE WESTERMEYER ET 30 BD PAUL VAILLANT COUTURIER -  94200 IVRY SUR SEINE;48.8190295, 2.396602;True;False;OPEN;Paris;25;3;22;2017-12-04T13:05:35+01:00
6004;06004 - REGARD;19 RUE DU REGARD - 75006 PARIS;48.8475178294, 2.32697330559;True;False;OPEN;Paris;44;5;39;2017-12-04T13:05:13+01:00
15019;15019 - VAUGIRARD CAMBRONNE;3 RUE PAUL BARRUEL - 75015 PARIS;48.8400577188, 2.30450742096;True;False;OPEN;Paris;37;34;3;2017-12-04T13:05:09+01:00
15032;15032 - LOURMEL;112 AVE FELIX FAURE - 75015 PARIS;48.8387344083, 2.28175554014;True;False;OPEN;Paris;57;45;12;2017-12-04T13:04:53+01:00
3008;03008 - PERLE;22 RUE DE LA PERLE - 75003 PARIS;48.8598466832, 2.36105048709;True;False;OPEN;Paris;18;5;10;2017-12-04T13:04:39+01:00
5012;05012 - ULM - LHOMOND;20 RUE DE L'ESTRAPADE - 75005 PARIS;48.845143494, 2.34541268121;True;True;OPEN;Paris;15;4;11;2017-12-04T13:04:49+01:00
42705;42705 - CONVENTION (LE KREMLIN BICETRE);1 RUE DE LA CONVENTION - 94270 LE KREMLIN BICETRE;48.8128002964, 2.36104116644;True;False;OPEN;Paris;25;23;2;2017-12-04T13:04:43+01:00
15072;15072 - PLACE FERNAND FOREST;1 RUE LINOIS ANGLE QUAI DE GRENELLE - 75015 PARIS;48.849271, 2.281849;True;False;OPEN;Paris;32;23;9;2017-12-04T13:04:42+01:00
11023;11023 - LEO FROT ROQUETTE;2 RUE SAINT MAUR - 75011 PARIS;48.8586887741, 2.38355399457;True;False;OPEN;Paris;46;41;4;2017-12-04T13:05:15+01:00
19043;19043 - PETITS PONTS;7 rue Delphine Seyrig  - 75019 PARIS;48.893800171, 2.39791036643;True;False;OPEN;Paris;51;25;20;2017-12-04T13:04:50+01:00
4101;04101 - BASTILLE;11 RUE DE LA BASTILLE - 75004 PARIS;48.853797345, 2.36840080696;True;False;OPEN;Paris;20;19;1;2017-12-04T13:05:33+01:00
15112;15112 - FALGUIÈRE LEBRUN;19 RUE VIGEE LEBRUN - 75015 PARIS;48.8387588135, 2.3109360795;True;False;OPEN;Paris;22;21;1;2017-12-04T13:04:55+01:00
8032;08032 - MATIGNON;27 AVENUE MATIGNON - 75008 PARIS;48.8714764213, 2.31388541995;True;False;OPEN;Paris;53;18;34;2017-12-04T13:04:46+01:00
22401;22401 - DE GAULLE (MALAKOFF);BOULEVARD CHARLES DE GAULLE (STATION DE METRO) - 92240 MALAKOFF;48.822528306, 2.29863165412;True;False;OPEN;Paris;53;38;15;2017-12-04T13:05:01+01:00
31705;31705 - CHAMPEAUX (BAGNOLET);RUE DES CHAMPEAUX (PRES DE LA GARE ROUTIERE) - 93170 BAGNOLET;48.864527821, 2.41617072443;True;True;OPEN;Paris;50;49;1;2017-12-04T13:04:21+01:00
15111;15111 - SERRES;48 RUE OLIVIER DE SERRES - 75015 PARIS;48.8346588628, 2.29578948032;True;False;OPEN;Paris;24;16;8;2017-12-04T13:03:52+01:00
42015;42015 - JEAN FERRAT (IVRY);PLACE JEAN FERRAT - 94200 IVRY;48.8185, 2.37427;True;False;OPEN;Paris;25;23;2;2017-12-04T13:04:23+01:00
10008;10008 - CITE RIVERIN;12 RUE CITE RIVERIN / ANGLE RUE DU CHATEAU D'EAU - 75010 PARIS;48.8707649819, 2.35872446227;True;False;OPEN;Paris;18;1;14;2017-12-04T13:03:52+01:00
14029;14029 - GERGOVIE VERCINGETORIX;112 RUE VERCINGETORIX - 75014 PARIS;48.8342592499, 2.31339164711;True;True;OPEN;Paris;52;41;11;2017-12-04T13:04:18+01:00
12151;12151 - GARE DE LYON;GARE DE LYON - 75012 PARIS;48.8455150898, 2.37264984463;True;False;OPEN;Paris;60;60;0;2017-12-04T13:04:25+01:00
11032;11032 - METALLOS;81 BIS RUE JP TIMBAUD - 75011 PARIS;48.8679379631, 2.37788551568;True;False;OPEN;Paris;48;48;0;2017-12-04T13:03:40+01:00
5013;05013 - ULM ERASME;13 RUE ERASME - 75005 PARIS;48.8425479497, 2.34459664993;True;True;OPEN;Paris;20;10;9;2017-12-04T13:03:39+01:00
15069;15069 - BOUCICAUT FAURE;41 AVENUE FELIX FAURE - 75015 PARIS;48.841249336, 2.28838660085;True;False;OPEN;Paris;46;39;6;2017-12-04T13:04:35+01:00
5027;05027 - GOBELINS;22 AVENUE DES GOBELINS - 75005 PARIS;48.8371260386, 2.35143332977;True;False;OPEN;Paris;40;2;34;2017-12-04T13:04:00+01:00
44101;44101 - PLACE MONGOLFIER (SAINT MAURICE);PLACE MONTGOLFIER - 94410 SAINT MAURICE;48.8150500062, 2.45923941481;True;False;OPEN;Paris;48;4;44;2017-12-04T13:03:56+01:00
8002;08002 - GARE SAINT LAZARE - COUR DU HAVRE;Cour du Havre - Face au 2, rue d'Amsterdam - 75008 PARIS;48.87572, 2.32668;True;False;OPEN;Paris;46;41;5;2017-12-04T13:03:42+01:00
11042;11042 - OBERKAMPF;1 RUE DU GRAND PRIEURE - 75011 PARIS;48.8646494199, 2.36926143826;True;False;OPEN;Paris;47;37;10;2017-12-04T13:04:32+01:00
10009;10009 - HITTORFF;FACE 14 RUE HITTORFF - 75010 PARIS;48.8720836089, 2.35766368562;True;False;OPEN;Paris;17;1;16;2017-12-04T13:04:20+01:00
19109;19109 - PLACE DU MAROC;27 RUE DE TANGER - 75019 PARIS;48.8862334174, 2.3688563905;True;False;OPEN;Paris;19;13;2;2017-12-04T13:04:11+01:00
19125;19125 - LEDIT DE NANTES;PLACE LEDIT DE NANTES - 75019 PARIS;48.8887900268, 2.37850015614;True;False;OPEN;Paris;30;30;0;2017-12-04T13:03:42+01:00
19105;19105 - PORTE BRUNET;FACE 1 AVENUE AMBROISE RENDU - 75019 PARIS;48.8836592109, 2.39571950819;True;False;OPEN;Paris;17;13;1;2017-12-04T13:03:53+01:00
15108;15108 - LOURMEL - MARIE SKOBTSOV;84 RUE DE LOURMEL - 75015 PARIS;48.844974, 2.287283;True;False;OPEN;Paris;23;18;5;2017-12-04T13:04:36+01:00
13151;13151 - GARE D'AUSTERLITZ;GARE D'AUSTERLITZ - 75013 PARIS;48.84151, 2.36543;True;False;OPEN;Paris;55;24;23;2017-12-04T13:04:04+01:00
20042;20042 - PYRENEES ERMITAGE;300 RUE DES PYRENEES - 75020 PARIS;48.8721573799, 2.39173917378;True;True;OPEN;Paris;47;46;1;2017-12-04T13:03:44+01:00
12128;12128 - ROUTE DE LA PYRAMIDE- ECOLE DU BREUIL;Pyramide  (proche rond-point Route de la Ferme) - 75012 PARIS;48.82256, 2.45877;True;False;OPEN;Paris;33;21;12;2017-12-04T13:04:19+01:00
14107;14107 - PORTE DE MONTROUGE 2;2 AVENUE DE LA PORTE DE MONTROUGE - 75014 PARIS;48.8234163005, 2.32293685711;True;False;OPEN;Paris;33;27;4;2017-12-04T13:04:24+01:00
11010;11010 - ST ANTOINE GONNET;1 RUE DES BOULETS - 75011 PARIS;48.8492592621, 2.39175461419;True;False;OPEN;Paris;41;37;4;2017-12-04T13:03:41+01:00
20113;20113 - PARC DE BELLEVILLE;30 RUE PIAT - 75020 PARIS;48.8719562664, 2.38498139028;True;True;OPEN;Paris;21;15;6;2017-12-04T13:04:24+01:00
10114;10114 - HOPITAL SAINT LOUIS;12 BIS RUE DE LA GRANGE AUX BELLES - 75010 PARIS;48.8747949948, 2.36666943698;True;False;OPEN;Paris;59;58;1;2017-12-04T13:04:02+01:00
8030;08030 - MONTAIGNE;25 RUE BAYARD - 75008 PARIS;48.8672932362, 2.30769160565;True;False;OPEN;Paris;35;6;27;2017-12-04T13:04:08+01:00
7022;07022 - PONT DE L'ALMA;3 AVENUE BOSQUET - 75007 PARIS;48.8616404996, 2.30225034418;True;False;OPEN;Paris;69;33;32;2017-12-04T13:04:04+01:00
5019;05019 - POISSY;8-10 RUE DE POISSY - 75005 PARIS;48.8496904114, 2.3529701836;True;False;OPEN;Paris;25;11;14;2017-12-04T13:03:47+01:00
9022;09022 - LAFITTE ROSSINI;19 RUE ROSSINI - 75009 PARIS;48.8733462751, 2.3379808677;True;False;OPEN;Paris;33;7;26;2017-12-04T13:04:26+01:00
18114;18114 - LEPIC VERON;35 RUE VERON - 75018 PARIS;48.8852579713, 2.33461773564;True;True;OPEN;Paris;21;21;0;2017-12-04T13:03:52+01:00
4015;04015 - MAIRIE DU 4 EME;25 RUE DU PONT LOUIS PHILIPPE - 75004 PARIS;48.8559658562, 2.35638115487;True;False;OPEN;Paris;45;31;11;2017-12-04T13:03:37+01:00
9113;09113 - BLEUE;5 RUE BLEUE - 75009 PARIS;48.875821855, 2.3473032303;True;False;OPEN;Paris;30;5;18;2017-12-04T13:04:18+01:00
12126;12126 - AVENUE DE GRAVELLE;FACE 71 AVENUE DE GRAVELLE - 75012 PARIS;48.8244077676, 2.41845500423;True;False;OPEN;Paris;50;50;0;2017-12-04T13:04:23+01:00
43401;43401 - GARE RER (JOINVILLE);PARC DU STATIONNEMENT / GARE RER - 94340 JOINVILLE-LE-PONT;48.8199541012, 2.4640255047;True;False;OPEN;Paris;45;43;2;2017-12-04T13:03:43+01:00
21012;21012 - LECLERC (BOULOGNE-BILLANCOURT);745 AVENUE DU GENERAL LECLERC - 92100 BOULOGNE-BILLANCOURT;48.8305862962, 2.23449077993;True;False;OPEN;Paris;50;20;30;2017-12-04T13:04:21+01:00
20122;20122 - DAVOUT VITRUVE;98 RUE VITRUVE - 75020 PARIS;48.860240121, 2.40875842782;True;True;OPEN;Paris;22;17;5;2017-12-04T13:03:58+01:00
8036;08036 - RIO;39 RUE DE LISBONNE - 75008 PARIS;48.8774556768, 2.30969422142;True;False;OPEN;Paris;39;13;26;2017-12-04T13:04:33+01:00
19017;19017 - PARC DE LA VILLETTE;197 AVENUE JEAN JAURES - 75019 PARIS;48.888368942, 2.39099165938;True;False;OPEN;Paris;34;14;14;2017-12-04T13:04:34+01:00
12003;12003 - QUAI DE LA RAPEE;FACE 98 QUAI DE LA RAPEE - 75012 PARIS;48.8458869464, 2.36689679377;True;False;OPEN;Paris;69;46;22;2017-12-04T13:03:57+01:00
13030;13030 - ITALIE TOLBIAC;88 AVENUE D'ITALIE - 75013 PARIS;48.8258394607, 2.35721535751;True;False;OPEN;Paris;40;38;1;2017-12-04T13:04:18+01:00
5034;05034 - CENSIER;21 RUE CENSIER - 75005 PARIS;48.8405086637, 2.35371355203;True;False;OPEN;Paris;69;3;45;2017-12-04T13:04:13+01:00
23009;23009 - FRANCE (LEVALLOIS);18 RUE ANATOLE FRANCE - 92300 LEVALLOIS-PERRET;48.8887627777, 2.28813601438;True;False;OPEN;Paris;50;3;46;2017-12-04T13:04:14+01:00
7103;07103 - BELGRADE;2 RUE DE BELGRADE - 75007 PARIS;48.8560593101, 2.30223912888;True;False;OPEN;Paris;20;17;3;2017-12-04T13:03:52+01:00
14012;14012 - SIBELLE ALESIA;FACE 2 AVENUE DE LA SIBELLE - 75014 PARIS;48.8267039412, 2.33863632416;True;False;OPEN;Paris;24;21;3;2017-12-04T13:03:58+01:00
17032;17032 - ESPACE CHAMPERRET;12 RUE JEAN OESTREICHER - 75017 PARIS;48.8865709934, 2.28861234498;True;False;OPEN;Paris;39;3;36;2017-12-04T13:03:42+01:00
10038;10038 - COLONEL FABIEN;69 RUE DE LA GRANGE AUX BELLES - 75010 PARIS;48.8775200285, 2.36979124508;True;False;OPEN;Paris;28;22;5;2017-12-04T13:04:20+01:00
4010;04010 - SAINT PAUL PAVÉE;105-109 TERRE PLEIN SAINT PAUL - 75004 PARIS;48.855023999, 2.36120353876;True;False;OPEN;Paris;26;18;8;2017-12-04T13:04:28+01:00
15068;15068 - BOULEVARD VICTOR;FACE 5 BOULEVARD MARTIAL VALIN - 75015 PARIS;48.8381713102, 2.27033837975;True;False;OPEN;Paris;20;12;6;2017-12-04T13:04:00+01:00
10011;10011 - BOURSE DU TRAVAIL;3 RUE DU CHATEAU D'EAU - 75010 PARIS;48.8690917487, 2.36226176181;True;False;OPEN;Paris;17;1;15;2017-12-04T13:03:48+01:00
20026;20026 - PELLEPORT;121 AVENUE GAMBETTA - 75020 PARIS;48.867925154, 2.40097662355;True;True;OPEN;Paris;33;29;4;2017-12-04T13:04:26+01:00
17022;17022 - PLACE DE WAGRAM;67 BOULEVARD PEREIRE - 75017 PARIS;48.8870706076, 2.30411112453;True;False;OPEN;Paris;45;24;21;2017-12-04T13:04:14+01:00
22405;22405 - NORD (MALAKOFF);ANGLE PASSAGE DU NORD / GABRIEL PERI - 92240 MALAKOFF;48.8193391584, 2.30047686505;True;False;OPEN;Paris;25;21;3;2017-12-04T13:03:45+01:00
